GRTOTLT,GRBKAAT,GRHISPT
19,0,1
167,0,9
1362,22,184
1362,22,184
266,5,23
86,3,10
180,2,13
158,1,22
137,,
77,,
60,,
200,1,32
738,15,107
47,2,16
47,2,16
35,1,9
18,0,5
17,1,4
5,0,2
35,,
18,,
17,,
7,1,5
91,2,8
91,2,8
57,1,7
1044,1022,2
368,366,0
1044,1022,2
1044,1022,2
368,366,0
368,366,0
115,113,0
167,167,0
86,86,0
676,656,2
676,656,2
1246,272,28
692,142,17
300,62,6
1247,272,28
1,0,0
1246,272,28
692,142,17
1,0,0
691,142,17
406,66,7
227,60,8
58,16,2
300,62,6
1,0,0
56,20,2
198,48,3
56,20,2
198,48,3
9,6,0
2,1,0
9,6,0
9,6,0
2,1,0
2,1,0
2,1,0
7,5,0
7,5,0
765,109,18
353,33,9
266,52,5
765,109,18
765,109,18
353,33,9
353,33,9
116,11,0
172,18,9
65,4,0
266,52,5
51,13,1
95,11,3
51,13,1
95,11,3
1330,1308,5
350,340,0
1330,1308,5
1330,1308,5
350,340,0
350,340,0
100,96,0
182,179,0
68,65,0
61,61,0
919,907,5
61,61,0
919,907,5
5009,507,106
3289,305,67
1178,108,26
5034,511,108
25,4,2
5009,507,106
3289,305,67
3289,305,67
1942,135,33
1116,135,29
231,35,5
1178,108,26
25,4,2
121,23,3
421,71,10
121,23,3
421,71,10
587,173,7
587,173,7
82,16,1
3,2,0
79,14,1
131,22,1
60,,
1,,
59,,
48,10,0
326,125,5
711,260,8
156,39,0
364,159,5
627,249,6
1,1,0
626,248,6
155,39,0
155,39,0
54,14,0
73,19,0
28,6,0
286,148,3
85,12,2
85,12,2
1,0,0
1,0,0
78,11,2
1,1,0
29,10,0
162,52,3
28,9,0
157,52,3
1,1,0
5,0,0
3967,225,96
2811,136,62
821,49,26
3967,225,96
3967,225,96
2811,136,62
2811,136,62
1676,65,40
905,50,17
230,21,5
821,49,26
131,14,7
204,26,1
131,14,7
204,26,1
450,35,8
289,14,3
450,35,8
450,35,8
289,14,3
289,14,3
253,14,3
28,0,0
8,0,0
2,0,0
159,21,5
2,0,0
159,21,5
312,144,10
312,144,10
37,10,1
1,0,1
36,10,0
8,,
1,,
7,,
19,10,0
256,124,9
164,157,1
41,38,0
32,31,1
112,105,1
112,105,1
29,26,0
6,6,0
23,20,0
6,5,0
11,10,0
6,5,0
32,31,1
52,52,0
52,52,0
12,12,0
12,12,0
2,2,0
89,86,0
2,2,0
49,46,0
40,40,0
43,26,0
4,0,0
21,14,0
21,14,0
1,0,0
1,0,0
1,0,0
22,12,0
22,12,0
3,0,0
3,0,0
1,1,0
38,25,0
20,14,0
1,1,0
18,11,0
488,117,18
488,117,18
43,6,2
4,0,0
39,6,2
108,27,2
30,,
4,,
26,,
33,6,2
304,78,12
906,298,22
906,298,22
99,34,3
91,31,3
8,3,0
67,,
63,,
4,,
103,34,3
704,230,16
218,49,3
67,9,1
108,29,2
218,49,3
218,49,3
67,9,1
2,0,0
65,9,1
26,4,0
33,5,1
6,0,0
108,29,2
43,11,0
43,11,0
1380,302,45
1380,302,45
177,33,8
61,22,3
116,11,5
193,38,5
84,,
43,,
41,,
185,34,4
825,197,28
972,350,13
972,350,13
144,38,2
140,37,2
4,1,0
166,41,4
33,,
30,,
3,,
148,45,3
514,226,4
896,60,29
1,0,0
895,60,29
211,11,6
67,0,2
144,11,4
200,24,8
102,,
29,,
73,,
69,1,1
415,24,14
376,297,0
376,297,0
76,53,0
32,28,0
44,25,0
32,21,0
32,,
10,,
22,,
19,15,0
249,208,0
20,13,1
8,5,1
3,2,0
3,2,0
17,11,1
17,11,1
8,5,1
3,3,0
5,2,1
12,8,0
3,2,0
9,6,0
253,42,4
114,18,1
253,42,4
253,42,4
114,18,1
114,18,1
76,5,1
33,11,0
5,2,0
137,24,3
2,0,0
137,24,3
4,0,0
2,0,0
4,0,0
4,0,0
2,0,0
2,0,0
1,0,0
1,0,0
2,0,0
2,0,0
166,108,4
166,108,4
20,11,0
8,6,0
12,5,0
20,13,0
3,,
1,,
2,,
9,4,0
117,80,4
266,129,1
266,129,1
95,43,0
84,43,0
11,0,0
79,,
68,,
11,,
4,4,0
167,82,1
1243,473,14
374,104,3
1243,473,14
1243,473,14
374,104,3
374,104,3
108,15,1
175,51,0
91,38,2
83,28,0
786,341,11
83,28,0
786,341,11
274,96,3
274,96,3
50,20,0
13,8,0
37,12,0
66,25,1
48,,
32,,
16,,
7,0,0
151,51,2
1268,335,43
1268,335,43
62,11,1
62,11,1
263,50,8
25,,
25,,
167,31,11
776,243,23
1311,304,53
1311,304,53
166,21,4
28,5,0
138,16,4
229,48,7
96,,
25,,
71,,
198,41,12
718,194,30
95,10,4
41,3,1
35,4,2
95,10,4
95,10,4
41,3,1
41,3,1
35,3,1
5,0,0
1,0,0
35,4,2
2,1,0
17,2,1
2,1,0
17,2,1
894,644,10
1,0,0
893,644,10
85,55,1
42,23,1
43,32,0
280,210,5
28,,
12,,
16,,
66,48,1
462,331,3
310,145,3
102,40,1
79,29,2
246,117,2
246,117,2
87,34,1
87,34,1
48,15,1
28,11,0
11,8,0
57,20,1
64,28,1
64,28,1
15,6,0
3,1,0
12,5,0
22,9,1
11,10,0
118,66,0
11,10,0
91,53,0
27,13,0
377,106,3
377,106,3
73,14,1
14,1,0
59,13,1
88,27,0
42,,
10,,
32,,
32,9,0
184,56,2
271,53,24
271,53,24
73,13,8
73,13,8
116,21,6
64,,
64,,
1,0,0
81,19,10
461,434,2
466,438,2
5,4,0
461,434,2
93,93,0
1,1,0
92,92,0
38,38,0
38,38,0
16,16,0
5,4,0
23,23,0
345,318,2
23,23,0
345,318,2
246,23,2
101,5,0
12,0,0
243,23,2
2,0,0
241,23,2
101,5,0
101,5,0
60,3,0
33,2,0
8,0,0
11,0,0
5,0,0
5,0,0
1,0,0
2,0,0
2,0,0
131,18,2
2,0,0
127,18,2
4,0,0
507,42,12
225,24,7
157,10,3
507,42,12
507,42,12
225,24,7
225,24,7
105,8,1
97,11,6
23,5,0
157,10,3
125,8,2
125,8,2
756,107,26
756,107,26
87,8,2
41,4,1
46,4,1
27,3,1
31,,
21,,
10,,
57,6,3
585,90,20
988,126,22
384,27,10
350,57,5
988,126,22
988,126,22
384,27,10
384,27,10
119,3,2
189,14,6
76,10,2
350,57,5
56,6,2
198,36,5
56,6,2
198,36,5
641,13,26
641,13,26
183,1,5
7,1,0
176,0,5
93,0,6
121,,
10,,
111,,
40,0,2
325,12,13
485,463,4
212,202,0
483,461,4
483,461,4
210,200,0
210,200,0
96,90,0
82,79,0
32,31,0
2,2,0
2,2,0
2,2,0
2,2,0
24,22,0
249,239,4
24,22,0
249,239,4
424,198,2
424,198,2
106,29,0
23,7,0
83,22,0
79,,
20,,
59,,
10,5,0
308,164,2
9,1,0
9,1,0
1,0,0
1,0,0
1,0,0
1,,
1,,
3,1,0
4,0,0
112,46,1
112,46,1
27,8,0
27,8,0
9,3,0
19,,
18,,
1,,
2,1,0
74,34,1
727,562,5
727,562,5
64,36,0
27,14,0
37,22,0
69,50,1
64,,
27,,
37,,
61,49,0
533,427,4
705,49,14
18,0,0
466,26,8
708,49,14
3,0,0
705,49,14
466,26,8
466,26,8
336,13,7
102,12,1
28,1,0
3,0,0
5,0,0
234,23,6
5,0,0
234,23,6
191,181,4
41,40,0
7,7,0
186,177,4
1,1,0
185,176,4
35,35,0
12,12,0
13,13,0
10,10,0
7,7,0
3,3,0
7,7,0
6,5,0
6,5,0
6,5,0
6,5,0
1,1,0
143,134,4
143,134,4
662,289,4
662,289,4
77,28,0
31,11,0
46,17,0
314,129,0
28,,
8,,
20,,
92,36,1
179,96,3
592,7,38
592,7,38
117,,
187,2,12
3,0,0
184,2,12
119,2,2
140,,
8,,
132,,
44,0,4
242,3,20
1543,288,42
590,84,17
497,121,8
1495,282,40
1495,282,40
565,81,16
14,0,1
551,81,15
230,20,7
200,36,7
121,25,1
484,119,8
48,6,2
48,6,2
25,3,1
10,0,1
2,1,0
13,2,0
13,2,0
121,23,7
335,60,10
119,23,6
327,59,10
2,0,1
8,1,0
344,58,20
200,24,14
344,58,20
344,58,20
200,24,14
200,24,14
175,19,13
20,3,1
5,2,0
144,34,6
80,,
144,34,6
17,5,0
3,0,0
14,4,0
1,1,0
13,3,0
2,0,0
2,0,0
2,0,0
4,2,0
4,2,0
1,0,0
1,0,0
1,1,0
14,5,0
11,3,0
3,2,0
447,434,2
91,89,0
447,434,2
447,434,2
91,89,0
91,89,0
54,53,0
31,31,0
6,5,0
356,345,2
356,345,2
237,207,23
105,103,2
237,207,23
237,207,23
105,103,2
105,103,2
80,80,0
18,16,2
7,7,0
132,104,21
132,104,21
298,203,2
298,203,2
69,40,0
46,30,0
23,10,0
21,16,0
23,,
21,,
2,,
22,16,0
186,131,2
1827,645,29
639,157,14
622,260,9
1690,571,26
1690,571,26
604,139,14
604,139,14
246,46,2
274,66,9
84,27,3
579,231,8
137,74,3
137,74,3
35,18,0
35,18,0
43,29,1
106,54,1
460,174,5
94,48,1
413,153,3
12,6,0
47,21,2
722,690,1
341,332,1
45,39,0
723,691,1
1,1,0
722,690,1
341,332,1
341,332,1
154,148,1
88,85,0
99,99,0
45,39,0
1,1,0
336,319,0
336,319,0
808,83,14
2,0,0
806,83,14
134,5,6
35,2,3
99,3,3
147,26,3
67,,
20,,
47,,
54,2,1
471,50,4
1350,46,68
338,5,15
923,39,49
923,39,49
269,5,11
14,1,1
255,4,10
74,0,2
111,3,6
70,1,2
427,7,19
427,7,19
69,0,4
40,0,3
29,0,1
147,3,9
865,38,44
97,2,6
557,32,32
50,1,3
308,6,12
763,15,32
246,4,10
156,6,10
395,2,21
395,2,21
172,1,8
5,0,0
167,1,8
59,1,1
70,0,5
38,0,2
79,1,4
368,13,11
368,13,11
74,3,2
3,0,0
40,1,1
31,2,1
77,5,6
64,1,1
297,4,11
30,0,0
114,0,9
34,1,1
183,4,2
160,0,6
27,0,1
43,0,2
109,0,5
109,0,5
17,0,1
2,0,0
15,0,1
4,0,0
9,0,1
2,0,0
32,0,2
51,0,1
51,0,1
10,0,0
3,0,0
5,0,0
2,0,0
11,0,0
6,0,0
84,0,3
4,0,0
56,0,2
2,0,0
28,0,1
60,1,4
36,0,0
14,0,2
60,1,4
60,1,4
36,0,0
1,0,0
35,0,0
32,0,0
3,0,0
14,0,2
10,1,2
27,,
10,1,2
344,11,19
344,11,19
265,7,15
265,7,15
22,0,0
265,,
265,,
52,4,4
5,0,0
670,53,124
307,14,72
57,10,4
2,1,0
55,9,4
14,1,0
14,1,0
13,1,0
1,0,0
615,44,120
615,44,120
293,13,72
201,7,55
92,6,17
2,1,0
363,39,52
41,8,4
322,31,48
369,41,25
2,0,0
367,41,25
265,32,17
265,32,17
265,,
265,,
102,9,8
2553,682,372
774,141,170
88,35,7
1,1,0
87,34,7
24,9,1
5,0,0
19,9,1
12,6,0
68,,
5,1,1
2,2,0
2473,649,367
7,1,2
2466,648,365
750,132,169
418,55,142
324,73,27
8,4,0
8,2,2
1779,541,202
63,25,6
1716,516,196
295,30,47
127,12,18
158,14,16
158,14,16
58,3,5
58,3,5
57,3,5
1,0,0
137,16,31
137,16,31
69,9,13
69,9,13
168,18,29
100,11,11
68,7,18
17,0,0
3,0,0
4,0,0
7,0,0
7,0,0
1,0,0
1,0,0
1,0,0
4,0,0
10,0,0
10,0,0
2,0,0
2,0,0
10,0,0
2,0,0
8,0,0
326,10,183
326,10,183
232,3,136
232,3,136
15,3,6
71,,
71,,
79,4,41
287,22,76
1,0,1
286,22,75
200,15,60
190,15,58
10,0,2
13,2,3
31,,
31,,
73,5,12
229,7,145
229,7,145
161,2,105
160,2,105
1,0,0
9,0,4
17,,
17,,
59,5,36
209,3,20
97,1,14
15,1,1
15,1,1
4,0,0
4,0,0
4,0,0
202,4,20
8,2,1
194,2,19
93,1,14
93,1,14
8,2,1
112,2,6
11,1,1
101,1,5
1188,274,425
559,87,243
51,10,12
51,10,12
12,2,3
12,2,3
11,2,3
1,0,0
1137,264,413
1137,264,413
547,85,240
445,69,216
102,16,24
629,187,182
39,8,9
590,179,173
6743,299,1094
4277,147,665
6864,302,1104
121,3,10
6743,299,1094
4277,147,665
4277,147,665
2886,79,409
1108,52,201
283,16,55
121,3,10
240,14,44
2226,138,385
240,14,44
2226,138,385
904,56,564
904,56,564
149,10,85
31,0,13
118,10,72
146,29,61
48,,
6,,
42,,
172,2,134
437,15,284
6331,199,1070
3815,90,580
6331,199,1070
6331,199,1070
3815,90,580
3815,90,580
2536,51,314
1279,39,266
143,7,47
2373,102,443
143,7,47
2373,102,443
53,2,13
51,0,13
53,2,13
53,2,13
51,0,13
8,0,2
43,0,11
7,0,2
36,0,9
2,2,0
2,2,0
682,85,157
682,85,157
121,18,25
74,12,15
47,6,10
23,2,5
109,,
71,,
38,,
142,11,39
396,54,88
114,11,50
36,3,16
10,1,5
10,1,5
1,0,1
1,0,1
1,0,1
104,10,45
104,10,45
35,3,15
34,3,15
1,0,0
9,2,2
69,6,32
1,0,0
8,1,4
8,2,2
61,5,28
447,16,246
447,16,246
103,3,53
21,0,10
82,3,43
97,4,39
55,,
15,,
40,,
46,0,32
201,9,122
828,66,143
38,0,5
790,66,138
283,24,51
152,17,40
131,7,11
26,3,3
235,,
139,,
96,,
100,0,14
381,39,70
416,4,46
243,0,19
416,4,46
416,4,46
243,0,19
1,0,0
242,0,19
144,0,11
86,0,7
12,0,1
9,1,3
164,3,24
9,1,3
164,3,24
2424,182,880
2424,182,880
362,15,118
38,1,10
324,14,108
762,66,235
151,,
356,18,157
944,83,370
165,11,14
46,2,2
165,11,14
165,11,14
46,2,2
46,2,2
30,1,0
12,1,2
4,0,0
1,0,0
118,9,12
1,0,0
118,9,12
246,31,115
246,31,115
43,3,24
22,1,16
21,2,8
105,19,43
26,,
15,,
11,,
16,3,10
82,6,38
2331,200,505
2331,200,505
334,11,59
19,2,7
315,9,52
665,91,136
149,,
8,,
141,,
364,17,90
968,81,220
64,4,29
19,1,6
66,4,29
2,0,0
64,4,29
19,1,6
19,1,6
2,0,0
1,0,1
44,3,22
1,0,1
44,3,22
79,4,23
24,1,10
7,0,1
7,0,1
1,0,0
1,0,0
1,0,0
72,4,22
72,4,22
23,1,10
23,1,10
3,1,0
52,2,13
6,0,1
3,1,0
46,2,12
261,8,42
1,0,0
260,8,42
30,1,5
10,0,2
20,1,3
27,,
13,,
14,,
35,2,6
195,5,31
972,23,87
7,0,1
965,23,86
622,9,56
622,9,56
5,0,0
337,,
337,,
4,0,0
334,14,30
316,1,1
47,0,0
85,0,0
316,1,1
316,1,1
47,0,0
4,0,0
43,0,0
85,0,0
166,1,1
18,0,0
166,1,1
3248,118,399
1675,50,181
3250,118,399
2,0,0
3248,118,399
1675,50,181
1675,50,181
1078,31,105
485,14,64
112,5,12
2,0,0
77,3,10
1496,65,208
77,3,10
1496,65,208
118,0,5
118,0,5
6,0,0
6,0,0
25,0,1
6,,
6,,
9,0,2
78,0,2
708,90,345
708,90,345
87,4,44
6,0,1
81,4,43
213,33,90
33,,
3,,
30,,
120,12,71
288,41,140
3542,200,1604
3542,200,1604
393,15,158
148,7,52
245,8,106
605,59,226
197,,
615,17,330
1929,109,890
1395,79,623
921,37,420
3,0,2
1395,79,623
1395,79,623
921,37,420
689,22,353
232,15,67
3,0,2
471,42,201
471,42,201
884,21,454
884,21,454
586,13,297
444,10,248
142,3,49
8,0,2
244,,
116,,
128,,
290,8,155
89,1,2
31,0,0
5,0,0
89,1,2
89,1,2
31,0,0
31,0,0
15,0,0
12,0,0
4,0,0
5,0,0
53,1,2
53,1,2
636,53,148
636,53,148
410,28,98
409,28,98
1,0,0
331,,
330,,
1,,
226,25,50
430,163,59
430,163,59
19,4,5
14,3,4
5,1,1
134,55,16
16,,
14,,
2,,
11,3,1
266,101,37
1003,65,168
1003,65,168
165,4,25
17,0,4
148,4,21
420,33,74
62,,
11,,
51,,
103,3,15
315,25,54
448,70,251
448,70,251
74,6,44
2,0,2
72,6,42
145,24,83
39,,
2,,
37,,
55,9,37
174,31,87
67,2,6
41,1,3
67,2,6
67,2,6
41,1,3
41,1,3
31,1,3
9,0,0
1,0,0
26,1,3
26,1,3
1146,29,266
8,0,1
1138,29,265
690,4,154
690,4,154
10,1,4
288,,
288,,
9,0,4
429,24,103
85,10,11
2,0,1
68,5,10
68,5,10
1,0,0
1,0,0
1,0,0
17,5,1
17,5,1
1,0,1
1,0,1
2,1,1
81,9,9
2,1,1
65,4,9
16,5,0
343,5,40
343,5,40
65,1,7
6,0,0
59,1,7
78,2,16
39,,
5,,
34,,
46,0,4
154,2,13
618,217,26
164,34,9
241,106,6
616,215,26
2,0,0
614,215,26
163,34,9
13,5,0
150,29,9
50,11,1
66,9,4
34,9,4
239,104,6
4,2,0
4,2,0
1,0,0
1,0,0
2,2,0
2,0,0
54,18,4
159,59,7
54,18,4
158,59,7
1,0,0
134,126,0
26,24,0
134,126,0
134,126,0
26,24,0
8,8,0
7,6,0
11,10,0
6,5,0
2,2,0
3,3,0
5,5,0
103,97,0
5,5,0
103,97,0
102,6,0
50,2,0
103,6,0
1,0,0
102,6,0
50,2,0
50,2,0
50,2,0
1,0,0
52,4,0
52,4,0
2977,165,94
1854,72,57
2979,165,94
2,0,0
2977,165,94
1854,72,57
1854,72,57
1108,37,29
608,25,17
138,10,11
2,0,0
99,13,2
1024,80,35
99,13,2
1024,80,35
952,920,3
259,245,1
152,146,1
954,922,3
2,2,0
952,920,3
259,245,1
259,245,1
93,82,0
107,104,1
59,59,0
152,146,1
2,2,0
31,31,0
510,498,1
31,31,0
510,498,1
899,43,24
2,0,0
897,43,24
352,7,11
223,3,7
129,4,4
136,9,3
223,,
88,,
135,,
51,4,1
358,23,9
1743,364,26
685,101,9
600,149,11
1752,366,26
9,2,0
1743,364,26
685,101,9
36,3,2
649,98,7
352,37,5
206,39,1
91,22,1
600,149,11
9,2,0
100,19,2
358,95,4
100,19,2
358,95,4
1450,75,45
646,19,13
379,33,12
1253,71,38
2,0,0
1251,71,38
566,18,11
5,0,0
561,18,11
305,4,2
186,9,7
70,5,2
358,32,11
199,4,7
199,4,7
80,1,2
38,1,1
37,0,1
5,0,0
21,1,1
2,0,0
50,5,1
375,18,19
43,5,1
284,16,15
7,0,0
91,2,4
661,184,10
188,24,6
118,31,0
560,151,9
3,0,1
557,151,8
150,17,4
10,1,0
140,16,4
89,4,1
35,7,3
16,5,0
113,29,0
106,33,2
2,0,0
104,33,2
38,7,2
32,5,2
3,0,0
3,2,0
5,2,0
5,0,1
31,8,0
324,121,4
28,7,0
266,98,4
3,1,0
58,23,0
31,2,1
31,2,1
12,0,0
9,0,0
3,0,0
12,,
9,,
3,,
1,0,0
18,2,1
473,14,9
473,14,9
85,1,2
28,0,1
57,1,1
39,,
21,,
18,,
55,4,0
333,9,7
2075,374,57
927,109,24
378,86,3
2075,374,57
2075,374,57
927,109,24
64,6,1
863,103,23
444,25,11
311,54,9
108,24,3
378,86,3
57,11,4
713,168,26
57,11,4
713,168,26
104,9,3
33,0,0
11,0,0
46,2,3
46,2,3
16,0,0
16,0,0
15,0,0
1,0,0
58,7,0
58,7,0
17,0,0
8,0,0
9,0,0
11,0,0
2,0,0
58,9,3
1,0,0
29,2,3
1,0,0
29,7,0
169,24,30
169,24,30
40,5,9
21,3,5
19,2,4
20,,
11,,
9,,
22,4,6
107,15,15
62,9,0
12,2,0
30,2,0
17,2,0
17,2,0
10,1,0
6,0,0
4,1,0
1,0,0
2,0,0
1,1,0
4,0,0
45,7,0
45,7,0
2,1,0
2,1,0
26,2,0
20,5,0
3,1,0
17,4,0
231,122,6
231,122,6
29,11,3
12,4,3
17,7,0
34,19,1
17,,
7,,
10,,
21,8,0
147,84,2
502,99,29
502,99,29
89,15,4
42,11,3
47,4,1
34,3,2
57,,
32,,
25,,
3,0,0
376,81,23
207,3,24
207,3,24
50,0,1
37,0,1
13,0,0
35,0,2
47,,
34,,
13,,
22,0,3
100,3,18
980,28,26
613,11,11
981,28,26
1,0,0
980,28,26
613,11,11
613,11,11
425,4,8
152,6,1
36,1,2
1,0,0
16,0,0
351,17,15
16,0,0
351,17,15
724,144,25
262,35,10
250,61,5
724,144,25
724,144,25
262,35,10
262,35,10
134,10,6
83,16,3
45,9,1
250,61,5
45,15,0
167,33,10
45,15,0
167,33,10
430,17,16
312,8,12
430,17,16
430,17,16
312,8,12
312,8,12
284,7,11
28,1,1
1,0,0
117,9,4
1,0,0
117,9,4
307,5,9
186,2,7
310,5,10
3,0,1
307,5,9
186,2,7
186,2,7
160,2,4
20,0,2
6,0,1
3,0,1
1,0,0
120,3,2
1,0,0
120,3,2
244,151,2
244,151,2
27,9,0
9,3,0
18,6,0
49,36,1
19,,
9,,
10,,
11,6,0
157,100,1
262,74,8
262,74,8
60,10,4
21,4,1
39,6,3
57,23,0
36,,
12,,
24,,
27,9,1
118,32,3
429,2,15
429,2,15
97,1,5
36,1,1
61,0,4
72,0,2
50,,
21,,
29,,
90,0,3
170,1,5
404,31,9
235,12,3
404,31,9
404,31,9
235,12,3
235,12,3
205,11,2
29,1,1
1,0,0
1,1,0
168,18,6
1,1,0
168,18,6
138,7,5
2,0,0
136,7,5
31,2,2
13,1,0
18,1,2
17,0,0
9,,
3,,
6,,
8,0,0
80,5,3
269,4,6
2,0,0
267,4,6
63,0,2
38,0,1
25,0,1
26,0,0
42,,
31,,
11,,
39,1,0
139,3,4
195,8,9
93,3,3
195,8,9
195,8,9
93,3,3
93,3,3
72,2,3
16,0,0
5,1,0
102,5,6
102,5,6
459,34,30
1,0,0
458,34,30
124,5,6
97,3,4
27,2,2
31,3,2
48,,
11,,
37,,
51,1,5
252,25,17
140,129,1
54,49,0
140,129,1
140,129,1
54,49,0
54,49,0
33,28,0
14,14,0
7,7,0
1,1,0
85,79,1
1,1,0
85,79,1
193,108,3
193,108,3
52,16,0
23,9,0
29,7,0
34,22,1
34,,
18,,
16,,
26,15,0
81,55,2
287,176,5
287,176,5
54,33,2
50,32,2
4,1,0
24,11,0
54,,
50,,
4,,
43,27,0
166,105,3
1021,515,36
1021,515,36
104,24,8
21,6,0
83,18,8
128,58,3
32,,
9,,
23,,
205,112,2
584,321,23
213,97,20
213,97,20
65,21,6
49,17,4
16,4,2
14,3,1
24,,
16,,
8,,
25,12,5
109,61,8
139,1,10
139,1,10
33,0,6
6,0,1
27,0,5
9,0,0
19,,
4,,
15,,
39,0,4
58,1,0
143,2,4
58,0,0
143,2,4
143,2,4
58,0,0
58,0,0
41,0,0
14,0,0
3,0,0
2,0,0
83,2,4
2,0,0
83,2,4
190,93,6
190,93,6
25,9,0
15,7,0
10,2,0
15,7,0
10,,
6,,
4,,
29,15,2
121,62,4
624,178,11
191,36,5
162,55,4
562,153,11
562,153,11
180,34,5
2,0,0
178,34,5
102,14,3
56,14,2
20,6,0
143,46,4
62,25,0
62,25,0
11,2,0
3,0,0
8,2,0
19,9,0
7,3,0
264,84,2
7,3,0
232,70,2
32,14,0
177,67,5
177,67,5
72,17,3
55,11,2
17,6,1
13,2,0
47,,
41,,
6,,
1,0,0
91,48,2
1191,66,65
307,12,17
155,6,5
652,34,31
652,34,31
191,9,8
13,0,2
178,9,6
84,2,2
65,5,4
29,2,0
76,3,0
539,32,34
539,32,34
116,3,9
8,0,0
43,2,3
65,1,6
79,3,5
98,3,7
631,45,36
52,2,4
333,20,19
46,1,3
298,25,17
929,63,112
289,11,21
847,60,102
2,0,0
845,60,102
273,11,20
1,0,0
8,0,1
264,11,19
42,0,2
155,8,11
67,3,6
85,3,10
1,0,0
84,3,10
16,0,1
4,0,0
12,0,1
3,0,0
49,3,9
591,49,82
46,3,7
526,46,75
3,0,2
65,3,7
121,26,20
41,7,11
131,28,20
10,2,0
121,26,20
41,7,11
41,7,11
10,2,0
3,0,0
77,19,9
3,0,0
77,19,9
181,44,30
181,44,30
37,6,4
5,0,3
32,6,1
20,7,2
13,,
4,,
9,,
29,5,6
95,26,18
822,22,467
822,22,467
217,2,115
23,0,15
194,2,100
51,7,18
82,,
13,,
69,,
214,2,146
340,11,188
84,4,10
84,4,10
51,4,6
50,4,6
1,0,0
51,,
50,,
1,,
33,0,4
1499,254,873
1499,254,873
950,129,576
896,124,542
54,5,34
11,1,5
436,,
431,,
5,,
1,0,0
537,124,292
1095,91,221
1095,91,221
296,8,62
27,2,3
269,6,59
91,6,13
78,,
22,,
56,,
235,12,45
473,65,101
970,150,400
970,150,400
231,19,96
17,3,8
214,16,88
120,27,42
70,,
13,,
57,,
225,30,114
394,74,148
67,2,7
45,0,6
69,2,7
2,0,0
67,2,7
45,0,6
45,0,6
21,0,1
21,0,5
3,0,0
2,0,0
2,1,0
20,1,1
2,1,0
20,1,1
1090,46,160
732,24,94
1090,46,160
1090,46,160
732,24,94
732,24,94
510,16,57
173,6,27
49,2,10
49,1,12
309,21,54
49,1,12
309,21,54
1128,67,666
1128,67,666
260,11,129
39,1,31
221,10,98
92,5,42
95,,
279,16,187
497,35,308
204,23,76
204,23,76
19,0,9
19,0,9
23,4,9
10,,
10,,
162,19,58
64,12,37
64,12,37
37,5,21
37,5,21
2,,
2,,
27,7,16
12,1,0
9,1,0
1,0,0
12,1,0
12,1,0
9,1,0
9,1,0
5,1,0
4,0,0
1,0,0
2,0,0
2,0,0
846,20,113
583,9,82
846,20,113
846,20,113
583,9,82
583,9,82
430,7,53
135,2,24
18,0,5
10,0,3
253,11,28
10,0,3
253,11,28
127,2,9
71,0,6
127,2,9
127,2,9
71,0,6
71,0,6
67,0,6
4,0,0
56,2,3
56,2,3
457,64,88
18,2,5
457,64,88
457,64,88
18,2,5
18,2,5
11,1,4
428,61,79
11,1,4
428,61,79
1010,30,122
1010,30,122
301,9,30
45,0,8
256,9,22
112,6,11
116,,
46,,
70,,
195,2,28
402,13,53
855,12,355
855,12,355
232,3,69
5,1,2
227,2,67
108,3,25
44,,
5,,
39,,
217,1,132
298,5,129
437,37,93
242,8,46
438,37,93
1,0,0
437,37,93
242,8,46
242,8,46
175,5,29
51,2,12
16,1,5
1,0,0
11,2,3
184,27,44
11,2,3
184,27,44
247,10,28
134,4,20
247,10,28
247,10,28
134,4,20
3,0,0
131,4,20
71,2,13
50,2,5
10,0,2
4,0,0
109,6,8
4,0,0
109,6,8
236,2,13
216,2,12
236,2,13
236,2,13
216,2,12
216,2,12
200,0,12
12,1,0
4,1,0
2,0,1
18,0,0
2,0,1
18,0,0
482,12,64
317,11,38
145,0,26
482,12,64
482,12,64
317,11,38
317,11,38
281,9,28
30,2,8
6,0,2
145,0,26
1,0,0
19,1,0
1,0,0
19,1,0
3448,44,400
2586,22,262
137,4,31
3448,44,400
3448,44,400
2586,22,262
2586,22,262
1246,6,100
1130,13,124
210,3,38
137,4,31
50,0,9
675,18,98
50,0,9
675,18,98
901,6,380
371,1,178
22,0,7
901,6,380
901,6,380
371,1,178
371,1,178
144,1,60
152,0,78
75,0,40
22,0,7
52,0,29
456,5,166
52,0,29
456,5,166
899,29,341
479,15,180
35,1,9
899,29,341
2,0,1
899,29,341
479,15,180
479,15,180
133,1,44
242,13,88
104,1,48
35,1,9
75,1,35
310,12,117
75,1,35
310,12,117
1916,249,975
919,95,471
37,7,20
1916,249,975
1916,249,975
919,95,471
919,95,471
241,21,94
431,37,235
247,37,142
37,7,20
149,26,85
811,121,399
149,26,85
811,121,399
2538,95,879
1431,38,437
69,2,18
2538,95,879
2538,95,879
1431,38,437
1431,38,437
299,8,62
686,18,204
446,12,171
69,2,18
291,13,130
747,42,294
291,13,130
747,42,294
2727,74,417
1616,31,195
131,4,22
2727,74,417
2727,74,417
1616,31,195
1616,31,195
537,6,57
853,21,95
226,4,43
131,4,22
107,4,27
873,35,173
107,4,27
